record_id,date,station_name,neighborhood,hour,pickups,returns,weather,temperature_c,day_of_week,is_holiday
597,2024-05-29,Illkirch Graffenstaden,Illkirch,12,6,7,Rainy,17.6,Wednesday,No
598,2024-05-29,Gare Centrale,Gare,18,13,13,Rainy,17.6,Wednesday,No
599,2024-05-29,Campus Esplanade,Esplanade,19,5,3,Rainy,17.6,Wednesday,No
600,2024-05-30,Cronenbourg,Cronenbourg,9,11,15,Sunny,16.9,Thursday,No
601,2024-05-30,Meinau,Meinau,14,16,21,Sunny,16.9,Thursday,No
602,2024-05-30,Illkirch Graffenstaden,Illkirch,19,9,10,Sunny,16.9,Thursday,No
603,2024-05-31,Place de Haguenau,Haguenau,12,21,13,Partly Cloudy,13.7,Friday,No
604,2024-05-31,Hopital Civil,Centre-Ville,13,37,29,Partly Cloudy,13.7,Friday,No
605,2024-05-31,Place Broglie,Centre-Ville,18,58,75,Partly Cloudy,13.7,Friday,No
606,2024-06-01,Place Broglie,Centre-Ville,17,49,54,Partly Cloudy,20.3,Saturday,No
607,2024-06-01,Quai des Bateliers,Centre-Ville,13,20,12,Partly Cloudy,20.3,Saturday,No
608,2024-06-01,Neudorf Marche,Neudorf,8,21,15,Partly Cloudy,20.3,Saturday,No
609,2024-06-01,Meinau,Meinau,8,30,26,Partly Cloudy,20.3,Saturday,No
610,2024-06-02,Neudorf Marche,Neudorf,19,11,11,Sunny,18.8,Sunday,No
611,2024-06-02,Campus Esplanade,Esplanade,9,34,33,Sunny,18.8,Sunday,No
612,2024-06-02,Porte de lHopital,Centre-Ville,7,17,15,Sunny,18.8,Sunday,No
613,2024-06-02,Place Arnold,Contades,7,13,13,Sunny,18.8,Sunday,No
614,2024-06-02,Cathedrale,Centre-Ville,12,27,23,Sunny,18.8,Sunday,No
615,2024-06-03,Place Broglie,Centre-Ville,19,28,20,Sunny,19.7,Monday,No
616,2024-06-03,Quai des Bateliers,Centre-Ville,17,49,42,Sunny,19.7,Monday,No
617,2024-06-03,Robertsau,Robertsau,8,59,58,Sunny,19.7,Monday,No
618,2024-06-03,Gare Centrale,Gare,19,16,11,Sunny,19.7,Monday,No
619,2024-06-03,Rue du Faubourg National,Gare,17,48,44,Sunny,19.7,Monday,No
620,2024-06-04,Parc de lOrangerie,Orangerie,9,40,55,Partly Cloudy,18.4,Tuesday,No
621,2024-06-04,Schiltigheim Centre,Schiltigheim,19,24,29,Partly Cloudy,18.4,Tuesday,No
622,2024-06-04,Place de la Republique,Republique,12,38,47,Partly Cloudy,18.4,Tuesday,No
623,2024-06-05,Krutenau,Krutenau,10,18,20,Partly Cloudy,16.6,Wednesday,No
624,2024-06-05,Robertsau,Robertsau,10,15,19,Partly Cloudy,16.6,Wednesday,No
625,2024-06-05,Place de Haguenau,Haguenau,9,33,28,Partly Cloudy,16.6,Wednesday,No
626,2024-06-05,Neudorf Marche,Neudorf,13,34,34,Partly Cloudy,16.6,Wednesday,No
627,2024-06-06,Hopital Civil,Centre-Ville,18,68,89,Cloudy,15.9,Thursday,No
628,2024-06-06,Krutenau,Krutenau,14,5,5,Cloudy,15.9,Thursday,No
629,2024-06-06,Schiltigheim Centre,Schiltigheim,7,14,10,Cloudy,15.9,Thursday,No
630,2024-06-06,Neudorf Marche,Neudorf,13,30,24,Cloudy,15.9,Thursday,No
631,2024-06-07,Place de Bordeaux,Wacken,10,26,25,Cloudy,20.5,Friday,No
632,2024-06-07,Meinau,Meinau,10,20,24,Cloudy,20.5,Friday,No
633,2024-06-07,Petite France,Centre-Ville,14,35,27,Cloudy,20.5,Friday,No
634,2024-06-07,Rue du Faubourg National,Gare,18,34,30,Cloudy,20.5,Friday,No
635,2024-06-07,Campus Esplanade,Esplanade,8,47,55,Cloudy,20.5,Friday,No
636,2024-06-08,Quai des Bateliers,Centre-Ville,14,12,7,Sunny,13.3,Saturday,No
637,2024-06-08,Schiltigheim Centre,Schiltigheim,9,30,31,Sunny,13.3,Saturday,No
638,2024-06-08,Petite France,Centre-Ville,12,20,20,Sunny,13.3,Saturday,No
639,2024-06-08,Neudorf Marche,Neudorf,10,8,5,Sunny,13.3,Saturday,No
640,2024-06-08,Place Broglie,Centre-Ville,12,15,19,Sunny,13.3,Saturday,No
641,2024-06-09,Place de la Republique,Republique,18,30,31,Sunny,18.0,Sunday,No
642,2024-06-09,Rue du Faubourg National,Gare,7,7,8,Sunny,18.0,Sunday,No
643,2024-06-09,Meinau,Meinau,8,11,13,Sunny,18.0,Sunday,No
644,2024-06-10,Petite France,Centre-Ville,7,29,32,Partly Cloudy,19.6,Monday,No
645,2024-06-10,Campus Esplanade,Esplanade,8,46,30,Partly Cloudy,19.6,Monday,No
646,2024-06-10,Place de Bordeaux,Wacken,7,34,42,Partly Cloudy,19.6,Monday,No
647,2024-06-11,Place Kleber,Centre-Ville,19,16,17,Sunny,14.7,Tuesday,No
648,2024-06-11,Place de Bordeaux,Wacken,18,66,72,Sunny,14.7,Tuesday,No
649,2024-06-11,Cronenbourg,Cronenbourg,12,11,7,Sunny,14.7,Tuesday,No
650,2024-06-11,Parlement Europeen,Wacken,7,19,16,Sunny,14.7,Tuesday,No
651,2024-06-12,Place de Bordeaux,Wacken,9,43,60,Sunny,19.4,Wednesday,No
652,2024-06-12,Meinau,Meinau,17,53,31,Sunny,19.4,Wednesday,No
653,2024-06-12,Petite France,Centre-Ville,12,50,40,Sunny,19.4,Wednesday,No
654,2024-06-12,Place de la Republique,Republique,9,39,34,Sunny,19.4,Wednesday,No
655,2024-06-12,Parlement Europeen,Wacken,18,54,40,Sunny,19.4,Wednesday,No
656,2024-06-13,Hopital Civil,Centre-Ville,18,74,69,Sunny,23.5,Thursday,No
657,2024-06-13,Cronenbourg,Cronenbourg,12,29,24,Sunny,23.5,Thursday,No
658,2024-06-13,Meinau,Meinau,8,16,14,Sunny,23.5,Thursday,No
659,2024-06-13,Parc de lOrangerie,Orangerie,7,17,21,Sunny,23.5,Thursday,No
660,2024-06-13,Parlement Europeen,Wacken,19,17,11,Sunny,23.5,Thursday,No
661,2024-06-14,Campus Esplanade,Esplanade,17,51,64,Sunny,25.3,Friday,No
662,2024-06-14,Place Kleber,Centre-Ville,12,41,32,Sunny,25.3,Friday,No
663,2024-06-14,Place de Haguenau,Haguenau,10,18,19,Sunny,25.3,Friday,No
664,2024-06-15,Parc de lOrangerie,Orangerie,12,15,17,Sunny,15.7,Saturday,No
665,2024-06-15,Porte de lHopital,Centre-Ville,9,33,30,Sunny,15.7,Saturday,No
666,2024-06-15,Hopital Civil,Centre-Ville,13,25,16,Sunny,15.7,Saturday,No
667,2024-06-15,Place Broglie,Centre-Ville,9,20,14,Sunny,15.7,Saturday,No
668,2024-06-16,Porte de lHopital,Centre-Ville,7,5,5,Rainy,18.1,Sunday,No
669,2024-06-16,Robertsau,Robertsau,7,1,0,Rainy,18.1,Sunday,No
670,2024-06-16,Hopital Civil,Centre-Ville,19,4,3,Rainy,18.1,Sunday,No
671,2024-06-16,Rue du Faubourg National,Gare,19,2,1,Rainy,18.1,Sunday,No
672,2024-06-16,Krutenau,Krutenau,9,9,8,Rainy,18.1,Sunday,No
673,2024-06-17,Cathedrale,Centre-Ville,18,32,29,Sunny,22.6,Monday,No
674,2024-06-17,Place de Bordeaux,Wacken,19,27,24,Sunny,22.6,Monday,No
675,2024-06-17,Place Kleber,Centre-Ville,10,29,35,Sunny,22.6,Monday,No
676,2024-06-17,Meinau,Meinau,9,52,36,Sunny,22.6,Monday,No
677,2024-06-17,Robertsau,Robertsau,7,19,20,Sunny,22.6,Monday,No
678,2024-06-18,Robertsau,Robertsau,18,20,23,Rainy,24.2,Tuesday,No
679,2024-06-18,Place de Bordeaux,Wacken,9,22,13,Rainy,24.2,Tuesday,No
680,2024-06-18,Neudorf Marche,Neudorf,17,16,18,Rainy,24.2,Tuesday,No
681,2024-06-18,Petite France,Centre-Ville,18,24,29,Rainy,24.2,Tuesday,No
682,2024-06-19,Rue du Faubourg National,Gare,18,24,25,Rainy,20.6,Wednesday,No
683,2024-06-19,Gare Centrale,Gare,8,23,30,Rainy,20.6,Wednesday,No
684,2024-06-19,Porte de lHopital,Centre-Ville,13,20,25,Rainy,20.6,Wednesday,No
685,2024-06-20,Parc de lOrangerie,Orangerie,9,37,49,Sunny,20.4,Thursday,No
686,2024-06-20,Cathedrale,Centre-Ville,10,18,18,Sunny,20.4,Thursday,No
687,2024-06-20,Place de Haguenau,Haguenau,17,48,66,Sunny,20.4,Thursday,No
688,2024-06-20,Krutenau,Krutenau,13,25,28,Sunny,20.4,Thursday,No
689,2024-06-20,Meinau,Meinau,9,46,49,Sunny,20.4,Thursday,No
690,2024-06-21,Meinau,Meinau,9,26,35,Partly Cloudy,22.4,Friday,No
691,2024-06-21,Porte de lHopital,Centre-Ville,10,22,24,Partly Cloudy,22.4,Friday,No
692,2024-06-21,Place de Haguenau,Haguenau,17,66,66,Partly Cloudy,22.4,Friday,No
693,2024-06-22,Hopital Civil,Centre-Ville,9,35,30,Partly Cloudy,20.2,Saturday,No
694,2024-06-22,Meinau,Meinau,9,33,29,Partly Cloudy,20.2,Saturday,No
695,2024-06-22,Illkirch Graffenstaden,Illkirch,19,9,10,Partly Cloudy,20.2,Saturday,No
696,2024-06-22,Schiltigheim Centre,Schiltigheim,19,11,11,Partly Cloudy,20.2,Saturday,No
697,2024-06-22,Place Arnold,Contades,17,22,29,Partly Cloudy,20.2,Saturday,No
698,2024-06-23,Parc de lOrangerie,Orangerie,10,9,7,Partly Cloudy,21.9,Sunday,No
699,2024-06-23,Cronenbourg,Cronenbourg,14,10,8,Partly Cloudy,21.9,Sunday,No
700,2024-06-23,Place de la Republique,Republique,14,11,10,Partly Cloudy,21.9,Sunday,No
701,2024-06-23,Porte de lHopital,Centre-Ville,7,13,13,Partly Cloudy,21.9,Sunday,No
702,2024-06-23,Place de Haguenau,Haguenau,7,8,9,Partly Cloudy,21.9,Sunday,No
703,2024-06-24,Krutenau,Krutenau,14,22,19,Sunny,17.4,Monday,No
704,2024-06-24,Porte de lHopital,Centre-Ville,17,69,84,Sunny,17.4,Monday,No
705,2024-06-24,Place de Bordeaux,Wacken,18,37,35,Sunny,17.4,Monday,No
706,2024-06-25,Campus Esplanade,Esplanade,10,28,22,Partly Cloudy,23.2,Tuesday,No
707,2024-06-25,Robertsau,Robertsau,7,24,30,Partly Cloudy,23.2,Tuesday,No
708,2024-06-25,Cronenbourg,Cronenbourg,17,43,36,Partly Cloudy,23.2,Tuesday,No
709,2024-06-25,Quai des Bateliers,Centre-Ville,8,74,60,Partly Cloudy,23.2,Tuesday,No
710,2024-06-26,Place Broglie,Centre-Ville,12,47,57,Sunny,19.9,Wednesday,No
711,2024-06-26,Quai des Bateliers,Centre-Ville,9,76,104,Sunny,19.9,Wednesday,No
712,2024-06-26,Parc de lOrangerie,Orangerie,7,10,11,Sunny,19.9,Wednesday,No
713,2024-06-26,Campus Esplanade,Esplanade,9,52,63,Sunny,19.9,Wednesday,No
714,2024-06-26,Neudorf Marche,Neudorf,8,59,69,Sunny,19.9,Wednesday,No
715,2024-06-27,Place Broglie,Centre-Ville,13,43,57,Partly Cloudy,13.4,Thursday,No
716,2024-06-27,Place de la Republique,Republique,18,45,44,Partly Cloudy,13.4,Thursday,No
717,2024-06-27,Porte de lHopital,Centre-Ville,9,84,116,Partly Cloudy,13.4,Thursday,No
718,2024-06-28,Place de Bordeaux,Wacken,14,19,12,Sunny,19.0,Friday,No
719,2024-06-28,Lingolsheim,Lingolsheim,9,45,45,Sunny,19.0,Friday,No
720,2024-06-28,Meinau,Meinau,18,13,15,Sunny,19.0,Friday,No
721,2024-06-28,Quai des Bateliers,Centre-Ville,8,52,37,Sunny,19.0,Friday,No
722,2024-06-29,Cathedrale,Centre-Ville,7,13,10,Sunny,20.2,Saturday,No
723,2024-06-29,Parlement Europeen,Wacken,19,7,9,Sunny,20.2,Saturday,No
724,2024-06-29,Illkirch Graffenstaden,Illkirch,7,8,8,Sunny,20.2,Saturday,No
725,2024-06-29,Quai des Bateliers,Centre-Ville,9,52,70,Sunny,20.2,Saturday,No
726,2024-06-30,Rue du Faubourg National,Gare,14,8,4,Cloudy,19.4,Sunday,No
727,2024-06-30,Parc de lOrangerie,Orangerie,14,16,18,Cloudy,19.4,Sunday,No
728,2024-06-30,Place de la Republique,Republique,18,22,25,Cloudy,19.4,Sunday,No
729,2024-06-30,Parlement Europeen,Wacken,17,37,40,Cloudy,19.4,Sunday,No
730,2024-07-01,Cronenbourg,Cronenbourg,14,13,9,Partly Cloudy,20.3,Monday,No
731,2024-07-01,Meinau,Meinau,17,33,40,Partly Cloudy,20.3,Monday,No
732,2024-07-01,Campus Esplanade,Esplanade,10,20,16,Partly Cloudy,20.3,Monday,No
733,2024-07-01,Place Kleber,Centre-Ville,9,60,59,Partly Cloudy,20.3,Monday,No
734,2024-07-01,Neudorf Marche,Neudorf,13,22,29,Partly Cloudy,20.3,Monday,No
735,2024-07-02,Place Broglie,Centre-Ville,13,37,28,Sunny,20.4,Tuesday,No
736,2024-07-02,Parlement Europeen,Wacken,12,24,28,Sunny,20.4,Tuesday,No
737,2024-07-02,Krutenau,Krutenau,14,26,27,Sunny,20.4,Tuesday,No
738,2024-07-02,Place de Bordeaux,Wacken,18,32,27,Sunny,20.4,Tuesday,No
739,2024-07-03,Gare Centrale,Gare,12,33,43,Partly Cloudy,31.8,Wednesday,No
740,2024-07-03,Place de Bordeaux,Wacken,14,21,16,Partly Cloudy,31.8,Wednesday,No
741,2024-07-03,Illkirch Graffenstaden,Illkirch,19,19,13,Partly Cloudy,31.8,Wednesday,No
742,2024-07-04,Place de Bordeaux,Wacken,18,72,58,Sunny,21.2,Thursday,No
743,2024-07-04,Porte de lHopital,Centre-Ville,13,44,38,Sunny,21.2,Thursday,No
744,2024-07-04,Place Arnold,Contades,12,28,37,Sunny,21.2,Thursday,No
745,2024-07-04,Krutenau,Krutenau,7,14,10,Sunny,21.2,Thursday,No
746,2024-07-05,Neudorf Marche,Neudorf,17,52,62,Partly Cloudy,24.2,Friday,No
747,2024-07-05,Cathedrale,Centre-Ville,9,77,68,Partly Cloudy,24.2,Friday,No
748,2024-07-05,Hopital Civil,Centre-Ville,19,30,26,Partly Cloudy,24.2,Friday,No
749,2024-07-05,Meinau,Meinau,10,17,21,Partly Cloudy,24.2,Friday,No
750,2024-07-06,Place Kleber,Centre-Ville,18,49,56,Sunny,18.7,Saturday,No
751,2024-07-06,Robertsau,Robertsau,19,10,9,Sunny,18.7,Saturday,No
752,2024-07-06,Rue du Faubourg National,Gare,17,31,33,Sunny,18.7,Saturday,No
753,2024-07-07,Place Kleber,Centre-Ville,9,46,46,Partly Cloudy,20.7,Sunday,No
754,2024-07-07,Cronenbourg,Cronenbourg,9,29,39,Partly Cloudy,20.7,Sunday,No
755,2024-07-07,Neudorf Marche,Neudorf,12,8,6,Partly Cloudy,20.7,Sunday,No
756,2024-07-08,Robertsau,Robertsau,8,23,25,Rainy,19.7,Monday,No
757,2024-07-08,Krutenau,Krutenau,13,9,6,Rainy,19.7,Monday,No
758,2024-07-08,Lingolsheim,Lingolsheim,17,17,10,Rainy,19.7,Monday,No
759,2024-07-08,Campus Esplanade,Esplanade,14,7,6,Rainy,19.7,Monday,No
760,2024-07-08,Place Broglie,Centre-Ville,13,17,23,Rainy,19.7,Monday,No
761,2024-07-09,Illkirch Graffenstaden,Illkirch,10,3,3,Rainy,20.2,Tuesday,No
762,2024-07-09,Krutenau,Krutenau,9,30,41,Rainy,20.2,Tuesday,No
763,2024-07-09,Porte de lHopital,Centre-Ville,18,22,24,Rainy,20.2,Tuesday,No
764,2024-07-10,Rue du Faubourg National,Gare,19,23,19,Cloudy,22.1,Wednesday,No
765,2024-07-10,Hopital Civil,Centre-Ville,18,47,34,Cloudy,22.1,Wednesday,No
766,2024-07-10,Cronenbourg,Cronenbourg,18,40,49,Cloudy,22.1,Wednesday,No
767,2024-07-10,Place Kleber,Centre-Ville,9,65,73,Cloudy,22.1,Wednesday,No
768,2024-07-10,Place Arnold,Contades,10,13,8,Cloudy,22.1,Wednesday,No
769,2024-07-11,Place de Haguenau,Haguenau,7,7,6,Cloudy,21.0,Thursday,No
770,2024-07-11,Parc de lOrangerie,Orangerie,13,17,18,Cloudy,21.0,Thursday,No
771,2024-07-11,Robertsau,Robertsau,7,21,25,Cloudy,21.0,Thursday,No
772,2024-07-11,Meinau,Meinau,7,18,14,Cloudy,21.0,Thursday,No
773,2024-07-11,Cronenbourg,Cronenbourg,8,45,52,Cloudy,21.0,Thursday,No
774,2024-07-12,Parc de lOrangerie,Orangerie,7,23,31,Partly Cloudy,21.9,Friday,No
775,2024-07-12,Schiltigheim Centre,Schiltigheim,12,44,45,Partly Cloudy,21.9,Friday,No
776,2024-07-12,Place de Haguenau,Haguenau,7,7,8,Partly Cloudy,21.9,Friday,No
777,2024-07-12,Neudorf Marche,Neudorf,17,29,37,Partly Cloudy,21.9,Friday,No
778,2024-07-13,Quai des Bateliers,Centre-Ville,14,9,7,Cloudy,18.1,Saturday,No
779,2024-07-13,Krutenau,Krutenau,12,21,26,Cloudy,18.1,Saturday,No
780,2024-07-13,Cathedrale,Centre-Ville,10,19,20,Cloudy,18.1,Saturday,No
781,2024-07-13,Place de Haguenau,Haguenau,17,23,30,Cloudy,18.1,Saturday,No
782,2024-07-14,Place Kleber,Centre-Ville,17,35,42,Partly Cloudy,14.5,Sunday,Yes
783,2024-07-14,Gare Centrale,Gare,17,14,13,Partly Cloudy,14.5,Sunday,Yes
784,2024-07-14,Cronenbourg,Cronenbourg,19,8,5,Partly Cloudy,14.5,Sunday,Yes
785,2024-07-14,Place Arnold,Contades,13,9,12,Partly Cloudy,14.5,Sunday,Yes
786,2024-07-14,Place de la Republique,Republique,19,6,3,Partly Cloudy,14.5,Sunday,Yes
787,2024-07-15,Porte de lHopital,Centre-Ville,14,33,42,Cloudy,20.9,Monday,No
788,2024-07-15,Place Arnold,Contades,10,17,19,Cloudy,20.9,Monday,No
789,2024-07-15,Neudorf Marche,Neudorf,14,22,22,Cloudy,20.9,Monday,No
790,2024-07-15,Schiltigheim Centre,Schiltigheim,10,11,7,Cloudy,20.9,Monday,No
791,2024-07-16,Parlement Europeen,Wacken,14,8,10,Sunny,24.8,Tuesday,No
792,2024-07-16,Rue du Faubourg National,Gare,18,49,62,Sunny,24.8,Tuesday,No
793,2024-07-16,Place de la Republique,Republique,13,26,33,Sunny,24.8,Tuesday,No
794,2024-07-16,Krutenau,Krutenau,18,68,72,Sunny,24.8,Tuesday,No
795,2024-07-16,Schiltigheim Centre,Schiltigheim,12,33,34,Sunny,24.8,Tuesday,No
796,2024-07-17,Robertsau,Robertsau,13,9,6,Rainy,23.0,Wednesday,No
797,2024-07-17,Parc de lOrangerie,Orangerie,10,8,5,Rainy,23.0,Wednesday,No
798,2024-07-17,Rue du Faubourg National,Gare,19,8,9,Rainy,23.0,Wednesday,No
799,2024-07-17,Place Broglie,Centre-Ville,18,19,14,Rainy,23.0,Wednesday,No
800,2024-07-17,Lingolsheim,Lingolsheim,18,27,25,Rainy,23.0,Wednesday,No
801,2024-07-18,Parc de lOrangerie,Orangerie,18,75,53,Cloudy,19.8,Thursday,No
802,2024-07-18,Parlement Europeen,Wacken,10,14,17,Cloudy,19.8,Thursday,No
803,2024-07-18,Neudorf Marche,Neudorf,17,48,30,Cloudy,19.8,Thursday,No
804,2024-07-19,Meinau,Meinau,14,33,35,Partly Cloudy,20.9,Friday,No
805,2024-07-19,Lingolsheim,Lingolsheim,12,24,29,Partly Cloudy,20.9,Friday,No
806,2024-07-19,Illkirch Graffenstaden,Illkirch,7,23,18,Partly Cloudy,20.9,Friday,No
807,2024-07-19,Cronenbourg,Cronenbourg,12,42,46,Partly Cloudy,20.9,Friday,No
808,2024-07-19,Campus Esplanade,Esplanade,19,8,7,Partly Cloudy,20.9,Friday,No
809,2024-07-20,Quai des Bateliers,Centre-Ville,17,43,35,Sunny,22.5,Saturday,No
810,2024-07-20,Cronenbourg,Cronenbourg,8,31,37,Sunny,22.5,Saturday,No
811,2024-07-20,Neudorf Marche,Neudorf,18,31,18,Sunny,22.5,Saturday,No
812,2024-07-20,Porte de lHopital,Centre-Ville,9,41,56,Sunny,22.5,Saturday,No
813,2024-07-20,Krutenau,Krutenau,12,11,8,Sunny,22.5,Saturday,No
814,2024-07-21,Place Broglie,Centre-Ville,18,42,26,Partly Cloudy,22.0,Sunday,No
815,2024-07-21,Petite France,Centre-Ville,19,16,14,Partly Cloudy,22.0,Sunday,No
816,2024-07-21,Parc de lOrangerie,Orangerie,17,18,22,Partly Cloudy,22.0,Sunday,No
817,2024-07-21,Quai des Bateliers,Centre-Ville,12,22,24,Partly Cloudy,22.0,Sunday,No
818,2024-07-21,Place Kleber,Centre-Ville,18,20,15,Partly Cloudy,22.0,Sunday,No
819,2024-07-22,Place Arnold,Contades,14,25,29,Cloudy,15.9,Monday,No
820,2024-07-22,Parc de lOrangerie,Orangerie,13,33,40,Cloudy,15.9,Monday,No
821,2024-07-22,Petite France,Centre-Ville,19,35,29,Cloudy,15.9,Monday,No
822,2024-07-23,Cronenbourg,Cronenbourg,13,16,18,Partly Cloudy,23.8,Tuesday,No
823,2024-07-23,Hopital Civil,Centre-Ville,12,15,13,Partly Cloudy,23.8,Tuesday,No
824,2024-07-23,Parlement Europeen,Wacken,17,18,25,Partly Cloudy,23.8,Tuesday,No
825,2024-07-23,Parc de lOrangerie,Orangerie,14,19,24,Partly Cloudy,23.8,Tuesday,No
826,2024-07-24,Robertsau,Robertsau,18,48,29,Partly Cloudy,23.6,Wednesday,No
827,2024-07-24,Meinau,Meinau,17,49,40,Partly Cloudy,23.6,Wednesday,No
828,2024-07-24,Place Kleber,Centre-Ville,18,74,73,Partly Cloudy,23.6,Wednesday,No
829,2024-07-24,Illkirch Graffenstaden,Illkirch,18,24,25,Partly Cloudy,23.6,Wednesday,No
830,2024-07-24,Cronenbourg,Cronenbourg,8,37,41,Partly Cloudy,23.6,Wednesday,No
831,2024-07-25,Meinau,Meinau,19,25,34,Sunny,23.7,Thursday,No
832,2024-07-25,Rue du Faubourg National,Gare,12,9,9,Sunny,23.7,Thursday,No
833,2024-07-25,Place de la Republique,Republique,7,12,11,Sunny,23.7,Thursday,No
834,2024-07-26,Place Broglie,Centre-Ville,14,10,10,Cloudy,19.8,Friday,No
835,2024-07-26,Robertsau,Robertsau,18,58,42,Cloudy,19.8,Friday,No
836,2024-07-26,Cronenbourg,Cronenbourg,17,51,59,Cloudy,19.8,Friday,No
837,2024-07-26,Meinau,Meinau,9,31,19,Cloudy,19.8,Friday,No
838,2024-07-27,Place Kleber,Centre-Ville,8,46,60,Cloudy,23.0,Saturday,No
839,2024-07-27,Illkirch Graffenstaden,Illkirch,17,29,19,Cloudy,23.0,Saturday,No
840,2024-07-27,Schiltigheim Centre,Schiltigheim,14,11,7,Cloudy,23.0,Saturday,No
841,2024-07-27,Krutenau,Krutenau,14,12,11,Cloudy,23.0,Saturday,No
842,2024-07-28,Petite France,Centre-Ville,12,28,38,Sunny,21.2,Sunday,No
843,2024-07-28,Place Kleber,Centre-Ville,17,51,69,Sunny,21.2,Sunday,No
844,2024-07-28,Parlement Europeen,Wacken,13,15,19,Sunny,21.2,Sunday,No
845,2024-07-28,Lingolsheim,Lingolsheim,18,34,28,Sunny,21.2,Sunday,No
846,2024-07-29,Cronenbourg,Cronenbourg,18,69,44,Cloudy,24.1,Monday,No
847,2024-07-29,Place de la Republique,Republique,17,39,31,Cloudy,24.1,Monday,No
848,2024-07-29,Campus Esplanade,Esplanade,19,20,13,Cloudy,24.1,Monday,No
849,2024-07-29,Place Arnold,Contades,14,20,21,Cloudy,24.1,Monday,No
850,2024-07-30,Illkirch Graffenstaden,Illkirch,17,54,67,Cloudy,17.3,Tuesday,No
851,2024-07-30,Campus Esplanade,Esplanade,13,20,27,Cloudy,17.3,Tuesday,No
852,2024-07-30,Quai des Bateliers,Centre-Ville,17,26,20,Cloudy,17.3,Tuesday,No
853,2024-07-30,Place Kleber,Centre-Ville,13,25,30,Cloudy,17.3,Tuesday,No
854,2024-07-31,Quai des Bateliers,Centre-Ville,8,80,58,Sunny,24.1,Wednesday,No
855,2024-07-31,Lingolsheim,Lingolsheim,18,43,55,Sunny,24.1,Wednesday,No
856,2024-07-31,Place Arnold,Contades,13,35,42,Sunny,24.1,Wednesday,No
857,2024-08-01,Neudorf Marche,Neudorf,7,15,13,Partly Cloudy,21.6,Thursday,No
858,2024-08-01,Meinau,Meinau,18,35,22,Partly Cloudy,21.6,Thursday,No
859,2024-08-01,Cathedrale,Centre-Ville,13,39,24,Partly Cloudy,21.6,Thursday,No
860,2024-08-01,Lingolsheim,Lingolsheim,12,38,44,Partly Cloudy,21.6,Thursday,No
861,2024-08-02,Krutenau,Krutenau,19,4,5,Rainy,18.6,Friday,No
862,2024-08-02,Place Arnold,Contades,13,9,7,Rainy,18.6,Friday,No
863,2024-08-02,Parlement Europeen,Wacken,7,3,3,Rainy,18.6,Friday,No
864,2024-08-02,Gare Centrale,Gare,9,20,16,Rainy,18.6,Friday,No
865,2024-08-02,Place Broglie,Centre-Ville,17,27,21,Rainy,18.6,Friday,No
866,2024-08-03,Place de Bordeaux,Wacken,12,26,31,Cloudy,23.9,Saturday,No
867,2024-08-03,Krutenau,Krutenau,8,31,29,Cloudy,23.9,Saturday,No
868,2024-08-03,Cronenbourg,Cronenbourg,19,10,9,Cloudy,23.9,Saturday,No
869,2024-08-04,Place Broglie,Centre-Ville,9,43,60,Sunny,20.9,Sunday,No
870,2024-08-04,Neudorf Marche,Neudorf,10,9,6,Sunny,20.9,Sunday,No
871,2024-08-04,Porte de lHopital,Centre-Ville,10,19,17,Sunny,20.9,Sunday,No
872,2024-08-05,Meinau,Meinau,18,51,54,Sunny,20.9,Monday,No
873,2024-08-05,Gare Centrale,Gare,12,36,30,Sunny,20.9,Monday,No
874,2024-08-05,Parlement Europeen,Wacken,14,11,14,Sunny,20.9,Monday,No
875,2024-08-05,Porte de lHopital,Centre-Ville,10,21,21,Sunny,20.9,Monday,No
876,2024-08-05,Cathedrale,Centre-Ville,18,27,18,Sunny,20.9,Monday,No
877,2024-08-06,Place de Bordeaux,Wacken,17,39,33,Partly Cloudy,18.5,Tuesday,No
878,2024-08-06,Campus Esplanade,Esplanade,10,23,25,Partly Cloudy,18.5,Tuesday,No
879,2024-08-06,Hopital Civil,Centre-Ville,17,68,84,Partly Cloudy,18.5,Tuesday,No
880,2024-08-07,Porte de lHopital,Centre-Ville,8,17,18,Rainy,21.1,Wednesday,No
881,2024-08-07,Parc de lOrangerie,Orangerie,7,8,10,Rainy,21.1,Wednesday,No
882,2024-08-07,Place Kleber,Centre-Ville,7,10,8,Rainy,21.1,Wednesday,No
883,2024-08-07,Rue du Faubourg National,Gare,19,9,10,Rainy,21.1,Wednesday,No
884,2024-08-08,Gare Centrale,Gare,12,31,21,Partly Cloudy,18.0,Thursday,No
885,2024-08-08,Neudorf Marche,Neudorf,12,27,32,Partly Cloudy,18.0,Thursday,No
886,2024-08-08,Quai des Bateliers,Centre-Ville,12,40,31,Partly Cloudy,18.0,Thursday,No
887,2024-08-08,Robertsau,Robertsau,17,41,29,Partly Cloudy,18.0,Thursday,No
888,2024-08-09,Rue du Faubourg National,Gare,14,14,10,Sunny,19.8,Friday,No
889,2024-08-09,Cronenbourg,Cronenbourg,13,14,18,Sunny,19.8,Friday,No
890,2024-08-09,Place de la Republique,Republique,13,33,21,Sunny,19.8,Friday,No
891,2024-08-10,Quai des Bateliers,Centre-Ville,19,16,17,Sunny,17.5,Saturday,No
892,2024-08-10,Petite France,Centre-Ville,9,29,27,Sunny,17.5,Saturday,No
